BAD,LOAN,MORTDUE,VALUE,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,REASON_HomeImp,JOB_Office,JOB_Other,JOB_ProfExe,JOB_Sales,JOB_Self
0,12800,66293.000000,92423.000000,27.000000,0.000000,0.000000,169.723888,1.000000,14.000000,41.232163,True,True,False,False,False,False
1,10400,42714.000000,72322.000000,12.000000,0.000000,0.000000,105.074802,6.000000,15.000000,41.262353,False,False,True,False,False,False
0,25000,99348.000000,200000.000000,23.000000,0.000000,0.000000,199.833333,0.000000,19.000000,34.818262,False,False,True,False,False,False
0,18200,53646.000000,156048.000000,20.000000,0.000000,0.000000,232.297126,0.000000,27.000000,20.856068,False,False,False,True,False,False
0,22100,65019.000000,65192.000000,9.000000,0.000000,0.000000,128.156793,1.000000,4.000000,18.882956,True,True,False,False,False,False
1,17200,50742.000000,71000.000000,15.000000,0.000000,0.000000,173.466667,0.000000,0.000000,34.818262,False,False,True,False,False,False
0,15700,81709.000000,111127.000000,4.000000,0.000000,0.000000,123.624448,0.000000,25.000000,37.560648,True,False,False,True,False,False
0,16500,44110.000000,65748.000000,7.000000,0.000000,0.000000,99.193553,3.000000,14.000000,41.415631,False,False,True,False,False,False
0,24300,42276.000000,68775.000000,24.000000,0.000000,0.000000,309.683586,2.000000,31.000000,32.746507,False,False,True,False,False,False
0,15700,46124.000000,67964.000000,6.000000,0.000000,0.000000,155.754789,2.000000,12.000000,28.797919,False,False,False,True,False,False
0,14200,44412.000000,72946.000000,19.000000,0.000000,0.000000,196.132134,0.000000,15.000000,23.773202,False,False,False,True,False,False
0,27100,44095.000000,77587.000000,14.000000,1.000000,0.000000,92.140029,6.000000,15.000000,33.535547,False,False,False,False,False,False
0,13500,40786.000000,66872.000000,7.000000,0.000000,0.000000,173.466667,1.000000,20.000000,35.364140,False,False,False,False,False,False
1,2500,15000.000000,20200.000000,18.000000,0.000000,0.000000,136.066667,1.000000,19.000000,34.818262,True,False,True,False,False,False
0,14200,100664.000000,129166.000000,4.000000,0.000000,0.000000,255.687648,2.000000,41.000000,38.746760,False,False,False,False,False,False
0,26400,59288.000000,87753.000000,8.000000,1.000000,1.000000,145.882492,3.000000,29.000000,38.972487,False,False,True,False,False,False
0,26100,113266.000000,182082.000000,18.000000,0.000000,0.000000,304.852469,1.000000,31.000000,33.193949,False,False,False,False,True,False
0,9100,78210.000000,86558.000000,8.000000,0.000000,0.000000,92.111504,0.000000,23.000000,28.167075,False,False,False,False,False,False
0,10200,65803.000000,85155.000000,15.000000,0.000000,0.000000,218.481755,0.000000,36.000000,36.182192,True,False,True,False,False,False
0,4000,105164.000000,112774.000000,1.000000,0.000000,0.000000,94.724874,0.000000,13.000000,29.390928,True,True,False,False,False,False
0,15000,81483.000000,134347.000000,14.000000,0.000000,0.000000,305.915076,0.000000,18.000000,29.653563,False,False,False,True,False,False
0,23700,46910.000000,75136.000000,10.000000,0.000000,0.000000,119.231204,1.000000,19.000000,43.829588,False,False,True,False,False,False
0,9300,81986.000000,94513.000000,2.000000,3.000000,0.000000,173.466667,0.000000,4.000000,31.893904,False,False,True,False,False,False
0,11100,48031.000000,107561.000000,5.000000,0.000000,1.000000,226.781105,0.000000,9.000000,24.190327,False,False,False,True,False,False
0,10100,68240.000000,84067.000000,8.000000,0.000000,0.000000,131.404180,0.000000,35.000000,28.443810,False,False,False,False,True,False
0,20600,114947.000000,173502.000000,4.000000,0.000000,0.000000,219.336880,4.000000,24.000000,40.543739,False,True,False,False,False,False
0,15500,96426.000000,122322.000000,12.000000,0.000000,0.000000,226.284524,0.000000,12.000000,40.868109,False,True,False,False,False,False
0,18300,90099.000000,118545.000000,12.000000,0.000000,0.000000,140.515851,3.000000,18.000000,38.899232,False,False,False,True,False,False
0,7900,44682.000000,57285.000000,7.000000,1.000000,0.000000,110.071857,1.000000,25.000000,25.409017,False,False,True,False,False,False
0,19100,58453.000000,76731.000000,15.000000,1.000000,0.000000,203.141076,1.000000,21.000000,36.228730,False,False,True,False,False,False
0,4900,67794.000000,84630.000000,4.000000,0.000000,0.000000,112.573419,0.000000,15.000000,41.673996,True,False,True,False,False,False
0,23900,85097.000000,100730.000000,9.000000,0.000000,0.000000,173.466667,1.000000,20.000000,29.508517,True,False,True,False,False,False
1,11700,65019.000000,67940.000000,3.000000,3.000000,4.000000,204.025593,1.000000,38.000000,34.818262,True,False,False,False,False,False
0,5700,26927.000000,35461.000000,0.000000,1.000000,0.000000,21.799352,10.000000,6.000000,29.439664,False,False,True,False,False,False
0,11200,93649.000000,113833.000000,13.000000,0.000000,0.000000,205.117246,3.000000,16.000000,39.126130,False,False,True,False,False,False
0,32800,13781.000000,43371.000000,28.000000,0.000000,0.000000,203.839305,0.000000,14.000000,40.657780,False,False,True,False,False,False
0,18700,68196.000000,89641.000000,0.000000,2.000000,1.000000,112.976041,1.000000,26.000000,34.414622,False,False,True,False,False,False
0,12000,63589.000000,75959.000000,14.000000,1.000000,0.000000,253.616928,1.000000,31.000000,43.159701,True,True,False,False,False,False
1,22000,92000.000000,89235.500000,4.000000,0.000000,12.000000,218.000000,1.000000,39.000000,34.818262,False,True,False,False,False,False
1,9900,37609.000000,120186.000000,7.000000,0.000000,0.000000,176.367839,3.000000,30.000000,53.178911,False,False,True,False,False,False
1,6200,42100.000000,57385.000000,8.500000,0.000000,1.000000,164.800000,1.000000,28.000000,34.818262,False,False,True,False,False,False
1,10300,39893.000000,55000.000000,1.500000,0.000000,1.000000,99.433333,2.000000,32.000000,34.818262,False,False,True,False,False,False
0,23700,76196.000000,100929.000000,17.000000,0.000000,0.000000,180.731154,1.000000,13.000000,41.526026,False,False,True,False,False,False
0,16600,74681.000000,95471.000000,6.000000,0.000000,0.000000,187.653510,4.000000,19.000000,40.453753,False,False,True,False,False,False
0,10700,54091.000000,67661.000000,27.000000,0.000000,2.000000,188.533989,0.000000,24.000000,38.589372,True,False,True,False,False,False
0,24100,184697.000000,238729.000000,2.000000,0.000000,0.000000,317.692557,0.000000,26.000000,37.782036,False,False,False,True,False,False
0,26500,65019.000000,122693.000000,9.000000,0.000000,0.000000,153.942428,0.000000,27.000000,32.200811,False,False,False,False,False,False
0,17800,68889.000000,85642.000000,0.000000,2.000000,2.000000,105.767961,2.000000,25.000000,34.629922,False,False,True,False,False,False
0,13800,85805.000000,135789.000000,15.000000,0.000000,0.000000,303.688230,0.000000,18.000000,27.869079,False,False,False,True,False,False
0,9100,65019.000000,74450.000000,7.000000,0.000000,0.000000,173.466667,1.000000,20.000000,23.942517,False,False,True,False,False,False
0,28400,90823.000000,126845.000000,1.000000,0.000000,0.000000,188.773455,1.000000,25.000000,42.896715,False,False,True,False,False,False
0,25100,77088.000000,111568.000000,7.000000,0.000000,0.000000,288.008025,2.000000,29.000000,32.550838,False,False,False,False,False,False
0,16700,59207.000000,83146.000000,2.000000,0.000000,0.000000,309.496388,3.000000,15.000000,43.488066,False,False,True,False,False,False
0,22600,31933.000000,47669.000000,4.000000,0.000000,0.000000,133.447479,1.000000,11.000000,24.201086,True,False,False,False,False,True
0,17800,36902.000000,57622.000000,9.000000,0.000000,0.000000,121.879703,0.000000,10.000000,19.142117,True,False,True,False,False,False
0,27600,150120.000000,191972.000000,3.000000,0.000000,0.000000,178.038491,1.000000,16.000000,41.807428,True,False,False,False,False,True
0,31200,14906.000000,64767.000000,0.000000,0.000000,0.000000,80.355571,0.000000,5.000000,35.039075,False,False,True,False,False,False
0,40000,362000.000000,465000.000000,3.000000,0.000000,0.000000,313.466667,4.000000,15.000000,34.818262,True,False,False,True,False,False
0,13100,50552.000000,59889.000000,4.000000,0.000000,0.000000,178.612363,0.000000,13.000000,38.763314,False,False,True,False,False,False
0,21100,91479.000000,127110.000000,25.000000,0.000000,0.000000,279.468237,3.000000,16.000000,33.078522,False,True,False,False,False,False
0,10000,32000.000000,59000.000000,24.000000,0.000000,1.000000,232.333333,1.000000,29.000000,34.818262,False,True,False,False,False,False
0,13400,60174.000000,81944.000000,1.000000,0.000000,0.000000,125.385446,3.000000,9.000000,36.229864,False,False,True,False,False,False
0,29300,228059.000000,291314.000000,16.000000,0.000000,1.000000,259.677202,2.000000,26.000000,28.173646,False,False,False,True,False,False
0,10000,10000.000000,68250.000000,20.000000,0.000000,2.000000,398.800000,1.000000,12.000000,34.818262,False,False,False,True,False,False
0,10100,68820.000000,78830.000000,2.000000,0.000000,0.000000,170.722452,1.000000,34.000000,29.206753,False,False,True,False,False,False
0,20300,37056.000000,55027.000000,7.000000,0.000000,0.000000,223.553692,0.000000,13.000000,40.326049,False,False,True,False,False,False
1,2200,23030.000000,89235.500000,19.000000,0.000000,0.000000,173.466667,1.000000,20.000000,3.711312,False,False,True,False,False,False
1,12000,59099.000000,82000.000000,10.000000,0.000000,2.000000,219.133333,0.000000,33.000000,34.818262,False,False,True,False,False,False
1,21700,24984.000000,92297.000000,26.000000,0.000000,6.000000,238.369637,1.000000,20.000000,16.397161,False,False,True,False,False,False
1,15000,65019.000000,74750.000000,7.000000,0.000000,0.000000,173.466667,1.000000,20.000000,34.818262,False,False,True,False,False,False
1,17400,54161.000000,75500.000000,4.000000,0.000000,0.000000,23.333333,5.000000,11.000000,34.818262,False,True,False,False,False,False
0,20600,69949.000000,101807.000000,3.000000,0.000000,0.000000,218.390939,0.000000,13.000000,30.271239,True,False,True,False,False,False
0,38100,204071.000000,270794.000000,3.000000,0.000000,0.000000,230.398576,0.000000,32.000000,31.369739,False,False,False,True,False,False
1,26600,84843.000000,115850.000000,2.000000,0.000000,0.000000,137.538878,2.000000,37.000000,42.571890,False,False,False,False,True,False
0,24500,134188.000000,171658.000000,5.000000,1.000000,0.000000,219.167578,0.000000,20.000000,34.986141,False,False,True,False,False,False
0,12900,64245.000000,83823.000000,13.000000,0.000000,0.000000,246.837719,3.000000,36.000000,40.560130,False,True,False,False,False,False
0,15800,71820.000000,89739.000000,0.000000,1.000000,1.000000,122.955587,1.000000,25.000000,33.519070,False,False,True,False,False,False
0,13000,15374.000000,59309.000000,6.000000,2.000000,0.000000,355.131229,1.000000,21.000000,15.823616,True,False,True,False,False,False
0,8700,65019.000000,32855.000000,7.000000,0.000000,0.000000,173.466667,1.000000,20.000000,35.937903,True,False,True,False,False,False
0,28000,77322.000000,118082.000000,7.000000,0.000000,0.000000,80.658094,1.000000,31.000000,38.815438,False,False,True,False,False,False
0,13700,84761.000000,95382.000000,7.000000,0.000000,0.000000,171.945839,1.000000,25.000000,41.960106,True,True,False,False,False,False
1,13900,77699.000000,92587.000000,13.000000,0.000000,2.000000,134.633579,0.000000,36.000000,39.196149,False,False,True,False,False,False
0,11800,118053.000000,125325.000000,5.000000,0.000000,0.000000,181.172065,0.000000,18.000000,33.200397,False,False,False,False,False,True
0,49900,45455.000000,102971.000000,9.000000,0.000000,0.000000,197.963309,2.000000,36.000000,42.064279,True,False,False,False,False,True
0,12900,56957.000000,73181.000000,29.000000,1.000000,3.000000,179.096166,1.000000,23.000000,36.394795,True,False,True,False,False,False
0,11400,65019.000000,38246.000000,7.000000,0.000000,0.000000,88.886975,0.000000,10.000000,37.658389,True,False,True,False,False,False
0,13700,58788.000000,87260.000000,14.000000,0.000000,0.000000,103.692818,0.000000,24.000000,36.665319,False,True,False,False,False,False
1,9900,71371.000000,84865.000000,0.000000,2.000000,0.000000,94.805236,0.000000,12.000000,38.211305,False,False,False,False,False,False
0,10200,44000.000000,57000.000000,0.000000,1.000000,0.000000,191.733333,2.000000,13.000000,34.818262,False,False,True,False,False,False
0,12500,77937.000000,89710.000000,19.000000,0.000000,0.000000,223.587415,10.000000,24.000000,35.951999,False,False,False,False,False,False
0,36800,35077.000000,53120.000000,7.000000,0.000000,0.000000,173.466667,6.000000,0.000000,34.985013,False,False,True,False,False,False
0,17300,44031.000000,79187.000000,0.000000,0.000000,1.000000,299.705237,1.000000,10.000000,35.986670,False,False,True,False,False,False
0,2900,104373.000000,120702.000000,2.000000,0.000000,0.000000,101.540298,0.000000,13.000000,29.915859,True,True,False,False,False,False
0,42300,367089.000000,469771.000000,3.000000,0.000000,0.000000,310.051524,4.000000,14.000000,42.603641,True,False,False,True,False,False
1,3900,29896.000000,45960.000000,11.000000,0.000000,0.000000,146.123242,0.000000,14.000000,24.478881,True,False,True,False,False,False
0,13600,55901.000000,87519.000000,13.000000,0.000000,1.000000,107.913133,0.000000,23.000000,36.327022,False,True,False,False,False,False
0,12000,79844.000000,98139.000000,8.000000,0.000000,0.000000,156.954758,0.000000,34.000000,31.700124,True,False,False,True,False,False
1,11800,67678.000000,108092.000000,13.000000,0.000000,7.000000,126.658232,0.000000,36.000000,37.162690,True,False,False,True,False,False
1,10000,69727.000000,90312.000000,4.500000,5.000000,1.000000,122.833333,1.000000,17.000000,34.818262,True,True,False,False,False,False
0,11800,32257.000000,59515.000000,23.000000,0.000000,0.000000,231.599945,0.000000,29.000000,25.701276,False,True,False,False,False,False
0,7500,11358.000000,36892.000000,5.000000,0.000000,0.000000,286.922824,0.000000,11.000000,23.062926,False,False,True,False,False,False
1,20000,14361.000000,50000.000000,7.000000,0.000000,1.000000,216.066667,1.000000,10.000000,34.818262,False,False,True,False,False,False
0,22800,65019.000000,57761.000000,7.000000,0.000000,0.000000,310.482939,0.000000,18.000000,38.505705,False,False,True,False,False,False
0,21300,104000.000000,155250.000000,16.000000,0.000000,0.000000,185.700000,0.000000,26.000000,34.818262,False,False,False,False,False,False
0,10700,51224.000000,70399.000000,5.000000,0.000000,0.000000,110.677442,1.000000,23.000000,42.939294,False,False,False,False,False,False
1,10000,48300.000000,74600.000000,14.000000,0.000000,1.000000,179.100000,2.000000,31.000000,34.818262,False,False,True,False,False,False
0,36000,203680.000000,270992.000000,3.000000,0.000000,0.000000,234.023975,0.000000,32.000000,29.696346,False,False,False,True,False,False
0,18500,102472.000000,115719.000000,0.000000,0.000000,0.000000,120.090265,0.000000,30.000000,34.243441,False,False,False,True,False,False
0,50900,22000.000000,77826.000000,3.000000,2.000000,0.000000,263.733333,7.000000,14.000000,34.818262,True,False,True,False,False,False
0,12200,91000.000000,114053.000000,11.000000,0.000000,0.000000,173.500000,0.000000,27.000000,34.818262,False,False,True,False,False,False
0,25500,50847.000000,79738.000000,20.000000,0.000000,0.000000,204.677901,0.000000,26.000000,35.860088,False,False,True,False,False,False
0,11900,26601.000000,52544.000000,0.000000,0.000000,0.000000,240.694361,0.000000,11.000000,40.775677,True,False,True,False,False,False
0,20100,70491.000000,100797.000000,7.000000,2.000000,0.000000,247.037272,2.000000,14.000000,40.272149,False,False,True,False,False,False
1,24100,164155.000000,225184.000000,2.000000,0.000000,0.000000,173.466667,1.000000,20.000000,31.564227,True,False,False,False,False,True
0,12600,55415.000000,74307.000000,29.000000,1.000000,2.000000,198.846721,0.000000,23.000000,36.837741,True,False,True,False,False,False
1,15000,42006.000000,89235.500000,10.000000,0.000000,1.000000,75.333333,0.000000,33.000000,34.818262,False,False,True,False,False,False
0,5300,75958.000000,91703.000000,0.000000,0.000000,0.000000,124.182179,1.000000,10.000000,34.599060,False,False,True,False,False,False
0,43800,65019.000000,54046.000000,7.000000,5.000000,0.000000,113.104356,1.000000,19.000000,29.997905,False,False,True,False,False,False
0,7200,22832.000000,31666.000000,0.000000,0.000000,0.000000,38.003267,9.000000,7.000000,28.295681,False,False,True,False,False,False
1,10600,61294.000000,82646.000000,5.000000,0.000000,4.000000,87.859169,2.000000,13.000000,36.395148,False,False,False,True,False,False
0,18900,127559.000000,154545.000000,7.000000,0.000000,0.000000,216.669515,0.000000,18.000000,36.915878,False,False,False,False,False,False
1,14700,148396.000000,162403.000000,13.000000,0.000000,0.000000,163.498994,0.000000,31.000000,35.428416,False,False,False,False,False,False
0,20000,170706.000000,224233.000000,11.000000,0.000000,0.000000,207.034685,0.000000,32.000000,41.102489,False,True,False,False,False,False
0,23300,65310.000000,89959.000000,2.000000,0.000000,0.000000,89.794149,1.000000,30.000000,33.986099,False,False,True,False,False,False
0,12100,96439.000000,126328.000000,3.000000,0.000000,3.000000,156.319131,0.000000,26.000000,39.279313,True,False,False,False,False,False
0,13300,66502.000000,78138.000000,4.000000,0.000000,0.000000,178.112106,1.000000,16.000000,33.795091,False,False,True,False,False,False
0,39500,68117.000000,117084.000000,15.000000,0.000000,0.000000,198.099787,0.000000,21.000000,40.204875,False,False,False,False,False,False
1,6200,65019.000000,89235.500000,3.000000,0.000000,0.000000,80.500000,2.000000,17.000000,34.818262,False,False,False,False,False,True
0,12900,87270.000000,97929.000000,0.000000,0.000000,0.000000,65.107497,1.000000,20.000000,34.696366,True,False,False,True,False,False
0,15000,72000.000000,95000.000000,0.000000,0.000000,0.000000,147.100000,1.000000,18.000000,34.818262,False,False,True,False,False,False
0,17800,107736.000000,113100.000000,1.000000,0.000000,0.000000,135.123225,2.000000,20.000000,38.937112,False,False,True,False,False,False
0,24100,57555.000000,90732.000000,8.000000,0.000000,0.000000,236.961992,1.000000,19.000000,37.934878,False,False,True,False,False,False
0,20000,32000.000000,56373.000000,1.000000,0.000000,0.000000,113.566667,1.000000,17.000000,34.818262,False,False,True,False,False,False
0,9300,46466.000000,57182.000000,2.000000,0.000000,0.000000,100.051866,0.000000,20.000000,38.444318,False,False,True,False,False,False
1,25000,26743.000000,57000.000000,2.000000,0.000000,0.000000,90.600000,3.000000,19.000000,34.818262,False,False,True,False,False,False
0,14400,46955.000000,67304.000000,2.000000,0.000000,0.000000,171.622465,0.000000,13.000000,36.555189,False,False,True,False,False,False
0,36600,32590.000000,58157.000000,7.000000,0.000000,0.000000,173.466667,6.000000,0.000000,33.016931,False,False,True,False,False,False
0,17000,26228.000000,60979.000000,7.000000,0.000000,0.000000,188.247611,0.000000,13.000000,29.628676,True,False,False,True,False,False
0,20000,65019.000000,90000.000000,8.000000,0.000000,0.000000,181.700000,1.000000,16.000000,34.818262,True,False,True,False,False,False
0,8500,50569.000000,60940.000000,6.000000,0.000000,0.000000,189.946898,0.000000,22.000000,29.202477,False,False,False,False,False,False
0,9900,117003.000000,219783.000000,1.000000,0.000000,0.000000,130.766386,0.000000,14.000000,25.622611,True,False,False,True,False,False
0,24100,104442.000000,161366.000000,14.000000,0.000000,0.000000,195.642333,0.000000,25.000000,34.540810,False,False,False,False,False,False
0,20600,138918.000000,175989.000000,5.000000,0.000000,0.000000,189.955919,4.000000,42.000000,40.862678,False,False,False,True,False,False
0,10100,72136.000000,89437.000000,5.000000,0.000000,0.000000,205.737125,0.000000,15.000000,30.798764,False,False,True,False,False,False
0,21900,148955.000000,118862.000000,6.000000,0.000000,0.000000,93.925882,3.000000,34.000000,30.322115,False,False,False,True,False,False
0,17800,39686.000000,67246.000000,5.000000,0.000000,0.000000,114.183555,1.000000,10.000000,27.575810,False,False,True,False,False,False
0,18100,27186.000000,77694.000000,7.000000,0.000000,0.000000,249.413362,0.000000,50.000000,43.727930,True,False,True,False,False,False
0,53500,179116.000000,257688.000000,5.000000,0.000000,0.000000,232.595952,1.000000,33.000000,39.789899,False,False,False,True,False,False
0,16100,41379.000000,57862.000000,17.000000,0.000000,0.000000,282.006289,0.000000,21.000000,30.708487,False,False,True,False,False,False
0,11900,81849.000000,105403.000000,5.000000,0.000000,1.000000,82.639505,1.000000,34.000000,36.505983,True,False,False,True,False,False
0,29600,233916.000000,291490.000000,15.000000,0.000000,1.000000,259.733465,2.000000,25.000000,25.105086,False,False,False,True,False,False
0,8500,64665.000000,72376.000000,4.000000,0.000000,0.000000,70.934881,3.000000,20.000000,40.309041,True,False,True,False,False,False
1,12200,97000.000000,109800.000000,5.000000,0.000000,0.000000,152.133333,3.000000,33.000000,34.818262,True,False,False,True,False,False
0,9500,35019.000000,52710.000000,12.000000,0.000000,0.000000,241.581779,0.000000,31.000000,38.208668,False,False,True,False,False,False
1,20000,11000.000000,75000.000000,7.000000,1.000000,3.000000,267.833333,1.000000,23.000000,34.818262,False,False,True,False,False,False
0,28300,130028.000000,178918.000000,2.000000,0.000000,0.000000,113.942639,1.000000,39.000000,33.440162,False,False,False,False,False,False
0,71200,196601.000000,289430.000000,12.000000,0.000000,0.000000,226.914307,2.000000,25.000000,29.220351,False,False,False,False,False,True
0,10000,48769.000000,65328.000000,4.000000,0.000000,1.000000,104.695241,3.000000,12.000000,39.049359,False,True,False,False,False,False
0,16500,64081.000000,100796.000000,22.000000,0.000000,1.000000,243.941686,1.000000,24.000000,38.327816,True,False,False,True,False,False
0,7000,98779.000000,124827.000000,9.000000,0.000000,0.000000,421.541928,1.000000,49.000000,40.828873,True,False,True,False,False,False
0,10800,59469.000000,69834.000000,3.000000,0.000000,0.000000,308.759176,0.000000,9.000000,34.095785,False,False,True,False,False,False
0,9000,8221.000000,38290.000000,4.000000,0.000000,0.000000,266.383799,0.000000,12.000000,23.703067,False,False,True,False,False,False
0,32700,14955.000000,38584.000000,29.000000,0.000000,0.000000,197.986315,0.000000,14.000000,41.529096,False,False,True,False,False,False
0,10200,51108.000000,68673.000000,6.000000,0.000000,0.000000,116.679367,1.000000,23.000000,42.775644,False,False,False,False,False,False
0,15100,38549.000000,59853.000000,5.000000,0.000000,0.000000,104.183247,2.000000,9.000000,29.141863,False,False,True,False,False,False
0,13900,68876.000000,90813.000000,7.000000,0.000000,0.000000,284.496904,0.000000,19.000000,31.164150,True,False,True,False,False,False
0,11600,35865.000000,50000.000000,7.000000,0.000000,0.000000,78.133333,0.000000,15.000000,34.818262,False,False,True,False,False,False
0,5700,71556.000000,79538.000000,2.000000,0.000000,0.000000,92.643085,0.000000,15.000000,41.210012,True,False,True,False,False,False
0,17300,35070.000000,63862.000000,16.000000,0.000000,0.000000,125.131569,1.000000,17.000000,37.936520,False,False,True,False,False,False
0,18200,4447.000000,21510.000000,7.000000,0.000000,0.000000,67.000000,2.000000,19.000000,34.818262,False,False,True,False,False,False
0,6400,44968.000000,62747.000000,0.000000,1.000000,0.000000,101.391445,1.000000,12.000000,36.602947,True,False,True,False,False,False
1,12900,29891.000000,76571.000000,2.000000,0.000000,0.000000,29.058670,3.000000,11.000000,31.458501,True,False,True,False,False,False
1,25000,101250.000000,135000.000000,3.000000,0.000000,0.000000,301.300000,4.000000,46.000000,34.818262,False,False,False,False,False,True
1,18900,65019.000000,75252.000000,7.000000,0.000000,0.000000,173.466667,1.000000,20.000000,42.919605,False,False,True,False,False,False
1,20900,55000.000000,79900.000000,2.500000,0.000000,0.000000,45.631136,1.000000,14.000000,34.818262,True,False,True,False,False,False
0,31200,234304.000000,290923.000000,14.000000,0.000000,1.000000,260.919776,2.000000,26.000000,27.057234,False,False,False,True,False,False
0,14700,14275.000000,90376.000000,14.000000,0.000000,1.000000,273.602517,0.000000,23.000000,26.842480,True,False,True,False,False,False
0,27000,23160.000000,58074.000000,36.000000,0.000000,0.000000,275.843231,1.000000,24.000000,40.133220,False,False,True,False,False,False
0,26700,73468.000000,108774.000000,11.000000,0.000000,0.000000,290.080591,1.000000,32.000000,39.042204,False,False,False,True,False,False
1,10800,75000.000000,87400.000000,7.000000,1.000000,0.000000,101.466667,2.000000,19.000000,34.818262,True,False,True,False,False,False
